Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts
2022-05-25,B.I.B.L.E.,Fivio Foreign,164,140,9,6
2022-05-25,Late Registration,Kanye West,165,145,1,46
2022-05-25,I Will Always Love You: The Best Of Whitney Houston,Whitney Houston,166,150,14,98
2022-05-25,17,XXXTENTACION,167,162,2,231
2022-05-25,Born To Die,Lana Del Rey,168,197,2,432
2022-05-25,Metallica,Metallica,169,161,1,660
2022-05-25,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,170,167,20,156
2022-05-25,Their Greatest Hits 1971-1975,Eagles,171,180,1,377
2022-05-25,Stereotype,Cole Swindell,172,168,48,6
2022-05-25,Swimming,Mac Miller,173,165,3,193
2022-05-25,Teenage Dream,Katy Perry,174,181,1,277
2022-05-25,The Life Of Pablo,Kanye West,175,164,1,183
2022-05-25,1,The Beatles,176,174,1,521
2022-05-25,Ghetto Gospel,Rod Wave,177,157,10,118
2022-05-25,AM,Arctic Monkeys,178,184,6,200
2022-05-25,24K Magic,Bruno Mars,179,177,2,189
2022-05-25,When It's All Said And Done... Take Time,Giveon,180,171,5,62
2022-05-25,The Greatest Hits Collection,Brooks & Dunn,181,179,4,122
2022-05-25,A Rock,HARDY,182,196,24,14
2022-05-25,Hey World,Lee Brice,183,175,45,59
2022-05-25,Dont Smile At Me,Billie Eilish,184,173,14,230
2022-05-25,The Voice,Lil Durk,185,178,2,74
2022-05-25,Last Ones Left,42 Dugg & EST Gee,186,146,7,6
2022-05-25,Invasion Of Privacy,Cardi B,187,187,1,215
2022-05-25,Hot Rocks 1964-1971,The Rolling Stones,188,4,378,-
2022-05-25,The Very Best Of Daryl Hall  John Oates,Daryl Hall  John Oates,189,192,34,161
2022-05-25,Call Me If You Get Lost,Tyler| The Creator,190,115,1,41
2022-05-25,35 Biggest Hits,Toby Keith,191,195,2,109
2022-05-25,AI YoungBoy 2,YoungBoy Never Broke Again,192,191,1,123
2022-05-25,The Fame,Lady Gaga,193,188,2,263
2022-05-25,Elv1s: 30 #1 Hits,Elvis Presley,194,193,1,121
2022-05-25,Tha Carter III,Lil Wayne,195,1,181,-
2022-05-25,T R A P S O U L,Bryson Tiller,196,186,8,278
2022-05-25,Music To Be Murdered By,Eminem,197,182,1,120
2022-05-25,Flower Boy,Tyler| The Creator,198,183,2,104
2022-05-25,The Essential Billy Joel,Billy Joel,199,141,15,270
2022-05-25,Blurryface,Twenty One Pilots,200,1,341,-
2022-06-01,Harry's House,Harry Styles,1,1,1,-
2022-06-01,Un Verano Sin Ti,Bad Bunny,2,2,1,3
2022-06-01,Mr. Morale & The Big Steppers,Kendrick Lamar,3,1,1,2
2022-06-01,I Never Liked You,Future,4,3,1,4
2022-06-01,American Heartbreak,Zach Bryan,5,5,1,-
2022-06-01,Dangerous: The Double Album,Morgan Wallen,6,5,1,72
2022-06-01,Come Home The Kids Miss You,Jack Harlow,7,6,3,3
2022-06-01,Sour,Olivia Rodrigo,8,9,1,53
2022-06-01,Minisode 2: Thursday's Child (EP),TOMORROW X TOGETHER,9,4,4,2
2022-06-01,7220,Lil Durk,10,10,1,11
2022-06-01,Certified Lover Boy,Drake,11,11,1,38
2022-06-01,Planet Her,Doja Cat,12,13,2,48
2022-06-01,Encanto,Soundtrack,13,12,1,26
2022-06-01,Fine Line,Harry Styles,14,24,1,128
2022-06-01,My Turn,Lil Baby,15,16,1,117
2022-06-01,=,Ed Sheeran,16,23,1,30
2022-06-01,good kid; m.A.A.d city,Kendrick Lamar,17,15,2,500
2022-06-01,DS4EVER,Gunna,18,18,1,20
2022-06-01,Hollywood's Bleeding,Post Malone,19,19,1,142
2022-06-01,What You See Is What You Get,Luke Combs,20,20,1,133
2022-06-01,This One's For You,Luke Combs,21,22,4,260
2022-06-01,If I Know Me,Morgan Wallen,22,21,10,191
2022-06-01,Shoot For The Stars Aim For The Moon,Pop Smoke,23,25,1,99
2022-06-01,Rumours,Fleetwood Mac,24,26,1,478
2022-06-01,Goodbye & Good Riddance,Juice WRLD,25,27,4,210
2022-06-01,DAMN.,Kendrick Lamar,26,17,1,267
2022-06-01,Greatest Hits,Queen,27,29,8,492
2022-06-01,Future Nostalgia,Dua Lipa,28,28,3,112
2022-06-01,F*ck Love,The Kid LAROI,29,30,1,96
2022-06-01,After Hours,The Weeknd,30,1,85,-
2022-06-01,Happier Than Ever,Billie Eilish,31,35,1,43
2022-06-01,Justice,Justin Bieber,32,31,1,62
2022-06-01,Shiesty Season,Pooh Shiesty,33,32,3,68
2022-06-01,Legends Never Die,Juice WRLD,34,39,1,98
2022-06-01,Diamonds,Elton John,35,38,7,237
2022-06-01,Fighting Demons,Juice WRLD,36,37,2,24
2022-06-01,YHLQMDLG,Bad Bunny,37,36,2,117
2022-06-01,Hall Of Fame,Polo G,38,40,1,50
2022-06-01,Red (Taylor's Version),Taylor Swift,39,33,1,28
2022-06-01,Dawn FM,The Weeknd,40,34,2,20
2022-06-01,SoulFly,Rod Wave,41,41,1,61
2022-06-01,Take Care,Drake,42,43,1,482
2022-06-01,Dance Fever,Florence + The Machine,43,7,7,2
2022-06-01,Starboy,The Weeknd,44,45,1,243
2022-06-01,It's Almost Dry,Pusha T,45,121,1,5
2022-06-01,Graduation,Kanye West,46,57,1,225
2022-06-01,IGOR,Tyler| The Creator,47,52,1,137
2022-06-01,Greatest Hits,2Pac,48,48,3,424
2022-06-01,Curtain Call: The Hits,Eminem,49,51,1,581
2022-06-01,Back For Everything,Kodak Black,50,44,2,13
2022-06-01,Traveller,Chris Stapleton,51,50,1,350
2022-06-01,Starting Over,Chris Stapleton,52,42,3,80
2022-06-01,Chronicle: The 20 Greatest Hits,Creedence Clearwater Revival,53,55,18,591
2022-06-01,Hamilton: An American Musical,Original Broadway Cast,54,47,2,348
2022-06-01,Montero,Lil Nas X,55,46,2,36
2022-06-01,Death Race For Love,Juice WRLD,56,60,1,168
2022-06-01,Scorpion,Drake,57,56,1,204
2022-06-01,beerbongs & bentleys,Post Malone,58,59,1,213
2022-06-01,2014 Forest Hills Drive,J. Cole,59,62,1,390
2022-06-01,The Highlights,The Weeknd,60,14,2,67
2022-06-01,Nevermind,Nirvana,61,58,1,577
2022-06-01,When We All Fall Asleep; Where Do We Go?,Billie Eilish,62,69,1,165
2022-06-01,Luv Is Rage 2,Lil Uzi Vert,63,68,1,248
2022-06-01,Dreamland,Glass Animals,64,63,7,81
2022-06-01,Greatest Hits,The Notorious B.I.G.,65,86,1,301
2022-06-01,Journey's Greatest Hits,Journey,66,70,10,714
2022-06-01,Legend: The Best Of Bob Marley And The Wailers,Bob Marley And The Wailers,67,72,5,732
2022-06-01,Heaux Tales,Jazmine Sullivan,68,4,21,-
2022-06-01,Greatest Hits,Tom Petty And The Heartbreakers,69,75,2,463
2022-06-01,Hot Pink,Doja Cat,70,73,9,134
2022-06-01,ASTROWORLD,Travis Scott,71,83,1,199
2022-06-01,Ctrl,SZA,72,67,3,259
2022-06-01,Greatest Hits,Guns N' Roses,73,80,3,576
2022-06-01,Country Stuff: The Album,Walker Hayes,74,53,9,18
2022-06-01,Views,Drake,75,85,1,315
2022-06-01,Lover,Taylor Swift,76,49,1,144
2022-06-01,Doo-Wops & Hooligans,Bruno Mars,77,90,3,573
2022-06-01,1989,Taylor Swift,78,66,1,389
2022-06-01,Folklore,Taylor Swift,79,71,1,96
2022-06-01,A Gangsta's Pain,Moneybagg Yo,80,84,1,57
2022-06-01,Who Is Nardo Wick?,Nardo Wick,81,78,19,25
2022-06-01,30,Adele,82,76,1,27
2022-06-01,2 Alive,Yeat,83,74,6,14
2022-06-01,Still Over It,Summer Walker,84,79,1,29
2022-06-01,The Melodic Blue,Baby Keem,85,77,5,37
2022-06-01,Eternal Atake,Lil Uzi Vert,86,96,1,116
2022-06-01,Donda,Kanye West,87,95,1,39
2022-06-01,Nostalgia,Eslabon Armado,88,54,9,3
2022-06-01,The GOAT,Polo G,89,99,2,106
2022-06-01,Stoney,Post Malone,90,89,4,285
2022-06-01,Thats What They All Say,Jack Harlow,91,81,5,76
2022-06-01,An Evening With Silk Sonic,Silk Sonic (Bruno Mars & Anderson .Paak),92,82,2,28
2022-06-01,Pray 4 Love,Rod Wave,93,100,2,112
2022-06-01,Over It,Summer Walker,94,102,2,138
2022-06-01,?,XXXTENTACION,95,112,1,219
2022-06-01,The College Dropout,Kanye West,96,97,2,110
2022-06-01,50 Number Ones,George Strait,97,94,1,199
2022-06-01,Back In Black,AC/DC,98,103,4,517
2022-06-01,Mainstream Sellout,Machine Gun Kelly,99,93,1,9
2022-06-01,The Voice Of The Heroes,Lil Baby & Lil Durk,100,105,1,51
2022-06-01,Up 2 Me,Yeat,101,98,58,20
2022-06-01,El Ultimo Tour del Mundo,Bad Bunny,102,91,1,78
2022-06-01,Man On The Moon: The End Of Day,Kid Cudi,103,101,4,228
2022-06-01,Palomino,Miranda Lambert,104,87,4,4
2022-06-01,Mr. Crawford,NoCap,105,64,8,4
2022-06-01,777,Latto,106,88,15,9
2022-06-01,The Eminem Show,Eminem,107,163,1,410
2022-06-01,Harry Styles,Harry Styles,108,150,1,121
2022-06-01,÷ (Divide),Ed Sheeran,109,107,1,272
2022-06-01,More Life,Drake,110,113,1,257
2022-06-01,Moana,Soundtrack,111,111,2,281
2022-06-01,Greatest Hits,Pitbull,112,115,112,64
2022-06-01,All Time Greatest Hits,Lynyrd Skynyrd,113,65,56,175
2022-06-01,The Off-Season,J. Cole,114,114,1,54
2022-06-01,Gold: Greatest Hits,ABBA,115,117,25,223
2022-06-01,Currents,Tame Impala,116,126,4,64
2022-06-01,Mercury - Act 1,Imagine Dragons,117,118,9,24
2022-06-01,My Beautiful Dark Twisted Fantasy,Kanye West,118,119,1,181
2022-06-01,Cuz I Love You,Lizzo,119,109,4,133
2022-06-01,Greatest Hits So Far...,Zac Brown Band,120,120,20,336
2022-06-01,Positions,Ariana Grande,121,122,1,82
2022-06-01,Nothing Was The Same,Drake,122,131,1,423
2022-06-01,Thriller,Michael Jackson,123,125,1,523
2022-06-01,The Best Of Nickelback: Volume 1,Nickelback,124,123,21,89
2022-06-01,Sounds Of Summer: The Very Best Of The Beach Boys,The Beach Boys,125,140,16,299
2022-06-01,Top,YoungBoy Never Broke Again,126,129,1,88
2022-06-01,Dr. Dre -- 2001,Dr. Dre,127,130,2,183
2022-06-01,Greatest Hits,Bob Seger & The Silver Bullet Band,128,110,8,428
2022-06-01,Sincerely; Kentrell,YoungBoy Never Broke Again,129,128,1,35
2022-06-01,DS2,Future,130,139,1,194
2022-06-01,Greatest Hits: The Ultimate Collection,Bon Jovi,131,132,5,254
2022-06-01,17,XXXTENTACION,132,167,2,232
2022-06-01,Devil's Got A New Disguise: The Very Best Of Aerosmith,Aerosmith,133,33,41,-
2022-06-01,Dropout Boogie,The Black Keys,134,8,8,2
2022-06-01,ANTI,Rihanna,135,143,1,317
2022-06-01,Familia,Camila Cabello,136,124,10,7
2022-06-01,Face,Babyface Ray,137,31,3,-
2022-06-01,Human: The Double Album,Cody Johnson,138,134,19,29
2022-06-01,Blonde,Frank Ocean,139,145,1,279
2022-06-01,Whole Lotta Red,Playboi Carti,140,158,1,68
2022-06-01,Number One Hits,Tim McGraw,141,137,27,215
2022-06-01,Die Lit,Playboi Carti,142,152,3,130
2022-06-01,Colors,YoungBoy Never Broke Again,143,138,2,18
2022-06-01,Tickets To My Downfall,Machine Gun Kelly,144,147,1,87
2022-06-01,Get Rich Or Die Tryin',50 Cent,145,162,1,127
2022-06-01,Channel Orange,Frank Ocean,146,148,2,81
2022-06-01,Evolve,Imagine Dragons,147,149,2,253
2022-06-01,American Teen,Khalid,148,146,4,273
2022-06-01,Heart On My Sleeve,Ella Mai,149,104,15,3
2022-06-01,Abbey Road,The Beatles,150,144,1,464
2022-06-01,Esquemas,Becky G,151,92,92,2
2022-06-01,Awaken; My Love!,Childish Gambino,152,157,5,92
2022-06-01,Vice Versa,Rauw Alejandro,153,151,17,48
2022-06-01,Stereotype,Cole Swindell,154,172,48,7
2022-06-01,Metallica,Metallica,155,169,1,661
2022-06-01,Cry Baby,Melanie Martinez,156,142,6,154
2022-06-01,reputation,Taylor Swift,157,161,1,192
2022-06-01,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,158,170,20,157
2022-06-01,Purgatory,Tyler Childers,159,154,106,98
2022-06-01,Ghetto Gospel,Rod Wave,160,177,10,119
2022-06-01,I Will Always Love You: The Best Of Whitney Houston,Whitney Houston,161,166,14,99
2022-06-01,Palaces,Flume,162,162,1,-
2022-06-01,Greatest Hits,Foo Fighters,163,159,11,183
2022-06-01,Georgia,Jason Aldean,164,133,8,5
2022-06-01,Teenage Dream,Katy Perry,165,174,1,278
2022-06-01,KG0516,Karol G,166,153,20,39
2022-06-01,To Pimp A Butterfly,Kendrick Lamar,167,116,1,133
2022-06-01,The Life Of Pablo,Kanye West,168,175,1,184
2022-06-01,Swimming,Mac Miller,169,173,3,194
2022-06-01,Born To Die,Lana Del Rey,170,168,2,433
2022-06-01,Their Greatest Hits 1971-1975,Eagles,171,171,1,378
2022-06-01,Evermore,Taylor Swift,172,156,1,76
2022-06-01,Dont Smile At Me,Billie Eilish,173,184,14,231
2022-06-01,Born Sinner,J. Cole,174,1,127,-
2022-06-01,Long Term Effects Of Suffering,$uicideboy$,175,155,7,16
2022-06-01,Serotonin Dreams,BoyWithUke,176,141,72,3
2022-06-01,Tha Carter III,Lil Wayne,177,195,1,182
2022-06-01,1,The Beatles,178,176,1,522
2022-06-01,The Voice,Lil Durk,179,185,2,75
2022-06-01,When It's All Said And Done... Take Time,Giveon,180,180,5,63
2022-06-01,24K Magic,Bruno Mars,181,179,2,190
2022-06-01,Hot Rocks 1964-1971,The Rolling Stones,182,188,4,379
2022-06-01,Combat Rock,The Clash,183,7,62,-
2022-06-01,T R A P S O U L,Bryson Tiller,184,196,8,279
2022-06-01,Flower Boy,Tyler| The Creator,185,198,2,105
2022-06-01,AM,Arctic Monkeys,186,178,6,201
2022-06-01,B.I.B.L.E.,Fivio Foreign,187,164,9,7
2022-06-01,Greatest Hits,blink-182,188,6,75,-
2022-06-01,The Fame,Lady Gaga,189,193,2,264
2022-06-01,Call Me If You Get Lost,Tyler| The Creator,190,190,1,42
2022-06-01,Late Registration,Kanye West,191,165,1,47
2022-06-01,Confessions,Usher,192,1,131,-
2022-06-01,Goldmine,Gabby Barrett,193,27,85,-
2022-06-01,Blurryface,Twenty One Pilots,194,200,1,342
2022-06-01,Night Visions,Imagine Dragons,195,2,409,-
2022-06-01,The Greatest Hits Collection,Brooks & Dunn,196,181,4,123
2022-06-01,AI YoungBoy 2,YoungBoy Never Broke Again,197,192,1,124
2022-06-01,The Black Parade,My Chemical Romance,198,160,2,104
2022-06-01,Music To Be Murdered By,Eminem,199,197,1,121
2022-06-01,Invasion Of Privacy,Cardi B,200,187,1,216
2022-06-08,Harry's House,Harry Styles,1,1,1,2
2022-06-08,Un Verano Sin Ti,Bad Bunny,2,2,1,4
2022-06-08,Mr. Morale & The Big Steppers,Kendrick Lamar,3,3,1,3
2022-06-08,I Never Liked You,Future,4,4,1,5
2022-06-08,Dangerous: The Double Album,Morgan Wallen,5,6,1,73
2022-06-08,Planet Her,Doja Cat,6,12,2,49
2022-06-08,American Heartbreak,Zach Bryan,7,5,5,2
2022-06-08,Sour,Olivia Rodrigo,8,8,1,54
2022-06-08,Come Home The Kids Miss You,Jack Harlow,9,7,3,4
2022-06-08,Diamond Star Halos,Def Leppard,10,10,1,-
2022-06-08,Certified Lover Boy,Drake,11,11,1,39
2022-06-08,7220,Lil Durk,12,10,1,12
2022-06-08,I Used To Think I Could Fly,Tate McRae,13,13,1,-
2022-06-08,The Highlights,The Weeknd,14,60,2,68
2022-06-08,Encanto,Soundtrack,15,13,1,27
2022-06-08,=,Ed Sheeran,16,16,1,31
2022-06-08,Top Gun: Maverick,Soundtrack,17,17,1,-
2022-06-08,My Turn,Lil Baby,18,15,1,118
2022-06-08,What You See Is What You Get,Luke Combs,19,20,1,134
2022-06-08,This One's For You,Luke Combs,20,21,4,261
2022-06-08,Hollywood's Bleeding,Post Malone,21,19,1,143
2022-06-08,If I Know Me,Morgan Wallen,22,22,10,192
2022-06-08,Fine Line,Harry Styles,23,14,1,129
2022-06-08,good kid; m.A.A.d city,Kendrick Lamar,24,17,2,501
2022-06-08,DS4EVER,Gunna,25,18,1,21
2022-06-08,Minisode 2: Thursday's Child (EP),TOMORROW X TOGETHER,26,9,4,3
2022-06-08,Rumours,Fleetwood Mac,27,24,1,479
2022-06-08,Hounds Of Love,Kate Bush,28,28,28,-
2022-06-08,Greatest Hits,Queen,29,27,8,493
2022-06-08,Shoot For The Stars Aim For The Moon,Pop Smoke,30,23,1,100
2022-06-08,Future Nostalgia,Dua Lipa,31,28,3,113
2022-06-08,Goodbye & Good Riddance,Juice WRLD,32,25,4,211
2022-06-08,F*ck Love,The Kid LAROI,33,29,1,97
2022-06-08,DAMN.,Kendrick Lamar,34,26,1,268
2022-06-08,Diamonds,Elton John,35,35,7,238
2022-06-08,Chronicle: The 20 Greatest Hits,Creedence Clearwater Revival,36,53,18,592
2022-06-08,Justice,Justin Bieber,37,32,1,63
2022-06-08,Happier Than Ever,Billie Eilish,38,31,1,44
2022-06-08,Nevermind,Nirvana,39,61,1,578
2022-06-08,Legends Never Die,Juice WRLD,40,34,1,99
2022-06-08,Starboy,The Weeknd,41,44,1,244
2022-06-08,Traveller,Chris Stapleton,42,51,1,351
2022-06-08,YHLQMDLG,Bad Bunny,43,37,2,118
2022-06-08,Starting Over,Chris Stapleton,44,52,3,81
2022-06-08,Take Care,Drake,45,42,1,483
2022-06-08,Fighting Demons,Juice WRLD,46,36,2,25
2022-06-08,Shiesty Season,Pooh Shiesty,47,33,3,69
2022-06-08,Hall Of Fame,Polo G,48,38,1,51
2022-06-08,Graduation,Kanye West,49,46,1,226
2022-06-08,Greatest Hits,2Pac,50,48,3,425
2022-06-08,Red (Taylor's Version),Taylor Swift,51,39,1,29
2022-06-08,Dawn FM,The Weeknd,52,40,2,21
2022-06-08,Legend: The Best Of Bob Marley And The Wailers,Bob Marley And The Wailers,53,67,5,733
2022-06-08,SoulFly,Rod Wave,54,41,1,62
2022-06-08,?,XXXTENTACION,55,95,1,220
2022-06-08,IGOR,Tyler| The Creator,56,47,1,138
2022-06-08,The Eminem Show,Eminem,57,107,1,411
2022-06-08,Back For Everything,Kodak Black,58,50,2,14
2022-06-08,Scorpion,Drake,59,57,1,205
2022-06-08,Montero,Lil Nas X,60,55,2,37
2022-06-08,beerbongs & bentleys,Post Malone,61,58,1,214
2022-06-08,Journey's Greatest Hits,Journey,62,66,10,715
2022-06-08,Hamilton: An American Musical,Original Broadway Cast,63,54,2,349
2022-06-08,Country Stuff: The Album,Walker Hayes,64,74,9,19
2022-06-08,Greatest Hits,Tom Petty And The Heartbreakers,65,69,2,464
2022-06-08,Death Race For Love,Juice WRLD,66,56,1,169
2022-06-08,Dreamland,Glass Animals,67,64,7,82
2022-06-08,Greatest Hits,Guns N' Roses,68,73,3,577
2022-06-08,Curtain Call: The Hits,Eminem,69,49,1,582
2022-06-08,Greatest Hits,The Notorious B.I.G.,70,65,1,302
2022-06-08,When We All Fall Asleep; Where Do We Go?,Billie Eilish,71,62,1,166
2022-06-08,2014 Forest Hills Drive,J. Cole,72,59,1,391
2022-06-08,Luv Is Rage 2,Lil Uzi Vert,73,63,1,249
2022-06-08,Views,Drake,74,75,1,316
2022-06-08,Back In Black,AC/DC,75,98,4,518
2022-06-08,A Gangsta's Pain,Moneybagg Yo,76,80,1,58
2022-06-08,ASTROWORLD,Travis Scott,77,71,1,200
2022-06-08,Lover,Taylor Swift,78,76,1,145
2022-06-08,Doo-Wops & Hooligans,Bruno Mars,79,77,3,574
2022-06-08,50 Number Ones,George Strait,80,97,1,200
2022-06-08,1989,Taylor Swift,81,78,1,390
2022-06-08,Folklore,Taylor Swift,82,79,1,97
2022-06-08,Ctrl,SZA,83,72,3,260
2022-06-08,Stoney,Post Malone,84,90,4,286
2022-06-08,The Essential Michael Jackson,Michael Jackson,85,31,393,-
2022-06-08,The College Dropout,Kanye West,86,96,2,111
2022-06-08,Who Is Nardo Wick?,Nardo Wick,87,81,19,26
2022-06-08,Hot Pink,Doja Cat,88,70,9,135
2022-06-08,All Time Greatest Hits,Lynyrd Skynyrd,89,113,56,176
2022-06-08,Donda,Kanye West,90,87,1,40
2022-06-08,Still Over It,Summer Walker,91,84,1,30
2022-06-08,17,XXXTENTACION,92,132,2,233
2022-06-08,Gold: Greatest Hits,ABBA,93,115,25,224
2022-06-08,An Evening With Silk Sonic,Silk Sonic (Bruno Mars & Anderson .Paak),94,92,2,29
2022-06-08,Man On The Moon: The End Of Day,Kid Cudi,95,103,4,229
2022-06-08,Eternal Atake,Lil Uzi Vert,96,86,1,117
2022-06-08,30,Adele,97,82,1,28
2022-06-08,Thats What They All Say,Jack Harlow,98,91,5,77
2022-06-08,Over It,Summer Walker,99,94,2,139
2022-06-08,Greatest Hits So Far...,Zac Brown Band,100,120,20,337
2022-06-08,The Melodic Blue,Baby Keem,101,85,5,38
2022-06-08,The GOAT,Polo G,102,89,2,107
2022-06-08,El Ultimo Tour del Mundo,Bad Bunny,103,102,1,79
2022-06-08,Pray 4 Love,Rod Wave,104,93,2,113
2022-06-08,Sounds Of Summer: The Very Best Of The Beach Boys,The Beach Boys,105,125,16,300
2022-06-08,777,Latto,106,106,15,10
2022-06-08,Thriller,Michael Jackson,107,123,1,524
2022-06-08,Greatest Hits,Pitbull,108,112,108,65
2022-06-08,÷ (Divide),Ed Sheeran,109,109,1,273
2022-06-08,The Voice Of The Heroes,Lil Baby & Lil Durk,110,100,1,52
2022-06-08,Stereotype,Cole Swindell,111,154,48,8
2022-06-08,2 Alive,Yeat,112,83,6,15
2022-06-08,More Life,Drake,113,110,1,258
2022-06-08,Greatest Hits,Bob Seger & The Silver Bullet Band,114,128,8,429
2022-06-08,Moana,Soundtrack,115,111,2,282
2022-06-08,Palomino,Miranda Lambert,116,104,4,5
2022-06-08,Greatest Hits: The Ultimate Collection,Bon Jovi,117,131,5,255
2022-06-08,Mainstream Sellout,Machine Gun Kelly,118,99,1,10
2022-06-08,Up 2 Me,Yeat,119,101,58,21
2022-06-08,Currents,Tame Impala,120,116,4,65
2022-06-08,Awaken; My Love!,Childish Gambino,121,152,5,93
2022-06-08,The Best Of Nickelback: Volume 1,Nickelback,122,124,21,90
2022-06-08,Mercury - Act 1,Imagine Dragons,123,117,9,25
2022-06-08,Dr. Dre -- 2001,Dr. Dre,124,127,2,184
2022-06-08,Cuz I Love You,Lizzo,125,119,4,134
2022-06-08,Evermore,Taylor Swift,126,172,1,77
2022-06-08,Number One Hits,Tim McGraw,127,141,27,216
2022-06-08,My Beautiful Dark Twisted Fantasy,Kanye West,128,118,1,182
2022-06-08,Positions,Ariana Grande,129,121,1,83
2022-06-08,Blonde,Frank Ocean,130,139,1,280
2022-06-08,The Off-Season,J. Cole,131,114,1,55
2022-06-08,Harry Styles,Harry Styles,132,108,1,122
2022-06-08,DS2,Future,133,130,1,195
2022-06-08,35 Biggest Hits,Toby Keith,134,2,110,-
2022-06-08,Mr. Crawford,NoCap,135,105,8,5
2022-06-08,Their Greatest Hits 1971-1975,Eagles,136,171,1,379
2022-06-08,Dance Fever,Florence + The Machine,137,43,7,3
2022-06-08,Nothing Was The Same,Drake,138,122,1,424
2022-06-08,ANTI,Rihanna,139,135,1,318
2022-06-08,reputation,Taylor Swift,140,157,1,193
2022-06-08,Nostalgia,Eslabon Armado,141,88,9,4
2022-06-08,Abbey Road,The Beatles,142,150,1,465
2022-06-08,Purgatory,Tyler Childers,143,159,106,99
2022-06-08,Elv1s: 30 #1 Hits,Elvis Presley,144,1,122,-
2022-06-08,Get Rich Or Die Tryin',50 Cent,145,145,1,128
2022-06-08,Top,YoungBoy Never Broke Again,146,126,1,89
2022-06-08,Sincerely; Kentrell,YoungBoy Never Broke Again,147,129,1,36
2022-06-08,Channel Orange,Frank Ocean,148,146,2,82
2022-06-08,Evolve,Imagine Dragons,149,147,2,254
2022-06-08,Hey World,Lee Brice,150,45,60,-
2022-06-08,American Teen,Khalid,151,148,4,274
2022-06-08,I Will Always Love You: The Best Of Whitney Houston,Whitney Houston,152,161,14,100
2022-06-08,Whole Lotta Red,Playboi Carti,153,140,1,69
2022-06-08,Flower Boy,Tyler| The Creator,154,185,2,106
2022-06-08,Teenage Dream,Katy Perry,155,165,1,279
2022-06-08,Tickets To My Downfall,Machine Gun Kelly,156,144,1,88
2022-06-08,Metallica,Metallica,157,155,1,662
2022-06-08,Human: The Double Album,Cody Johnson,158,138,19,30
2022-06-08,Vice Versa,Rauw Alejandro,159,153,17,49
2022-06-08,Hot Rocks 1964-1971,The Rolling Stones,160,182,4,380
2022-06-08,The Very Best Of Daryl Hall  John Oates,Daryl Hall  John Oates,161,34,162,-
2022-06-08,Greatest Hits,Foo Fighters,162,163,11,184
2022-06-08,It's Almost Dry,Pusha T,163,45,1,6
2022-06-08,Die Lit,Playboi Carti,164,142,3,131
2022-06-08,Born To Die,Lana Del Rey,165,170,2,434
2022-06-08,Familia,Camila Cabello,166,136,10,8
2022-06-08,Tha Carter III,Lil Wayne,167,177,1,183
2022-06-08,K.I.D.S. (Kickin Incredibly Dope Shit),Mac Miller,168,62,5,-
2022-06-08,Colors,YoungBoy Never Broke Again,169,143,2,19
2022-06-08,KG0516,Karol G,170,166,20,40
2022-06-08,24K Magic,Bruno Mars,171,181,2,191
2022-06-08,Cry Baby,Melanie Martinez,172,156,6,155
2022-06-08,Ghetto Gospel,Rod Wave,173,160,10,120
2022-06-08,The Essential Billy Joel,Billy Joel,174,15,271,-
2022-06-08,The Life Of Pablo,Kanye West,175,168,1,185
2022-06-08,Sublime,Sublime,176,13,185,-
2022-06-08,The Fame,Lady Gaga,177,189,2,265
2022-06-08,AM,Arctic Monkeys,178,186,6,202
2022-06-08,Esquemas,Becky G,179,151,92,3
2022-06-08,Heart On My Sleeve,Ella Mai,180,149,15,4
2022-06-08,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,181,158,20,158
2022-06-08,The Greatest Hits Collection,Brooks & Dunn,182,196,4,124
2022-06-08,Greatest Hits,blink-182,183,188,6,76
2022-06-08,1,The Beatles,184,178,1,523
2022-06-08,Dont Smile At Me,Billie Eilish,185,173,14,232
2022-06-08,The Essential Kenny Loggins,Kenny Loggins,186,186,1,-
