Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts
2022-05-11,Greatest Hits: God's Favorite Band,Green Day,120,120,39,36
2022-05-11,Currents,Tame Impala,121,103,4,61
2022-05-11,The Off-Season,J. Cole,122,118,1,51
2022-05-11,Nothing Was The Same,Drake,123,127,1,420
2022-05-11,Dr. Dre -- 2001,Dr. Dre,124,117,2,180
2022-05-11,Last Ones Left,42 Dugg & EST Gee,125,84,7,4
2022-05-11,DS2,Future,126,37,1,191
2022-05-11,Thriller,Michael Jackson,127,142,1,520
2022-05-11,Cuz I Love You,Lizzo,128,190,4,130
2022-05-11,Vice Versa,Rauw Alejandro,129,129,17,45
2022-05-11,Colors,YoungBoy Never Broke Again,130,113,2,15
2022-05-11,Evermore,Taylor Swift,131,128,1,73
2022-05-11,Blonde,Frank Ocean,132,136,1,276
2022-05-11,Greatest Hits,Bob Seger & The Silver Bullet Band,133,153,8,425
2022-05-11,17,XXXTENTACION,134,167,2,229
2022-05-11,Sincerely; Kentrell,YoungBoy Never Broke Again,135,121,1,32
2022-05-11,KG0516,Karol G,136,172,20,36
2022-05-11,Cry Baby,Melanie Martinez,137,181,6,151
2022-05-11,Top,YoungBoy Never Broke Again,138,134,1,85
2022-05-11,American Teen,Khalid,139,144,4,270
2022-05-11,Unlimited Love,Red Hot Chili Peppers,140,27,1,5
2022-05-11,Harry Styles,Harry Styles,141,125,1,118
2022-05-11,Tickets To My Downfall,Machine Gun Kelly,142,138,1,84
2022-05-11,The Essential Billy Joel,Billy Joel,143,15,268,-
2022-05-11,Greatest Hits,Foo Fighters,144,124,11,180
2022-05-11,Whole Lotta Red,Playboi Carti,145,147,1,65
2022-05-11,ANTI,Rihanna,146,152,1,314
2022-05-11,When It's All Said And Done... Take Time,Giveon,147,165,5,60
2022-05-11,Sounds Of Summer: The Very Best Of The Beach Boys,The Beach Boys,148,161,16,296
2022-05-11,Human: The Double Album,Cody Johnson,149,146,19,26
2022-05-11,Die Lit,Playboi Carti,150,148,3,127
2022-05-11,Devil's Got A New Disguise: The Very Best Of Aerosmith,Aerosmith,151,33,40,-
2022-05-11,I Will Always Love You: The Best Of Whitney Houston,Whitney Houston,152,158,14,96
2022-05-11,What It Means To Be King,King Von,153,131,2,9
2022-05-11,Dont Smile At Me,Billie Eilish,154,157,14,228
2022-05-11,Swimming,Mac Miller,155,154,3,191
2022-05-11,Call Me If You Get Lost,Tyler| The Creator,156,139,1,39
2022-05-11,Abbey Road,The Beatles,157,145,1,461
2022-05-11,Ghetto Gospel,Rod Wave,158,170,10,116
2022-05-11,X 100PRE,Bad Bunny,159,169,11,159
2022-05-11,Purgatory,Tyler Childers,160,141,106,95
2022-05-11,The Eminem Show,Eminem,161,166,1,408
2022-05-11,Get Rich Or Die Tryin',50 Cent,162,171,1,125
2022-05-11,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,163,168,20,154
2022-05-11,Evolve,Imagine Dragons,164,163,2,250
2022-05-11,Metallica,Metallica,165,175,1,658
2022-05-11,Awaken; My Love!,Childish Gambino,166,132,5,89
2022-05-11,Mahal,Toro y Moi,167,167,1,-
2022-05-11,Number One Hits,Tim McGraw,168,186,27,212
2022-05-11,Greatest Hits So Far...,Zac Brown Band,169,155,20,333
2022-05-11,The Life Of Pablo,Kanye West,170,164,1,181
2022-05-11,Flower Boy,Tyler| The Creator,171,174,2,102
2022-05-11,T R A P S O U L,Bryson Tiller,172,179,8,276
2022-05-11,LEGENDADDY,Daddy Yankee,173,159,8,6
2022-05-11,1,The Beatles,174,187,1,519
2022-05-11,24K Magic,Bruno Mars,175,182,2,187
2022-05-11,reputation,Taylor Swift,176,184,1,189
2022-05-11,AM,Arctic Monkeys,177,149,6,198
2022-05-11,Stereotype,Cole Swindell,178,160,48,4
2022-05-11,The Voice,Lil Durk,179,177,2,72
2022-05-11,Hey World,Lee Brice,180,188,45,57
2022-05-11,Teenage Dream,Katy Perry,181,195,1,275
2022-05-11,Greatest Hits,blink-182,182,191,6,73
2022-05-11,Chilombo,Jhene Aiko,183,2,104,-
2022-05-11,Stray Kids Mini Album: Oddinary (EP),Stray Kids,184,126,1,7
2022-05-11,Invasion Of Privacy,Cardi B,185,185,1,213
2022-05-11,21,Adele,186,189,1,540
2022-05-11,Music To Be Murdered By,Eminem,187,192,1,118
2022-05-11,Their Greatest Hits 1971-1975,Eagles,188,194,1,375
2022-05-11,The Greatest Hits Collection,Brooks & Dunn,189,4,120,-
2022-05-11,Born To Die,Lana Del Rey,190,2,430,-
2022-05-11,The Fame,Lady Gaga,191,200,2,261
2022-05-11,Good News,Megan Thee Stallion,192,183,2,74
2022-05-11,[Hybrid Theory],Linkin Park,193,2,277,-
2022-05-11,Under Investigation 3,Lil Poppa,194,194,1,-
2022-05-11,Tha Carter III,Lil Wayne,195,1,180,-
2022-05-11,Please Excuse Me For Being Antisocial,Roddy Ricch,196,193,1,126
2022-05-11,AI YoungBoy 2,YoungBoy Never Broke Again,197,196,1,121
2022-05-11,High Off Life,Future,198,180,1,93
2022-05-11,The Very Best Of Daryl Hall  John Oates,Daryl Hall  John Oates,199,34,159,-
2022-05-11,Yellow Tape 2,Key Glock,200,151,7,10
2022-05-18,Un Verano Sin Ti,Bad Bunny,1,1,1,-
2022-05-18,I Never Liked You,Future,2,1,1,2
2022-05-18,Come Home The Kids Miss You,Jack Harlow,3,3,1,-
2022-05-18,Dangerous: The Double Album,Morgan Wallen,4,3,1,70
2022-05-18,Sour,Olivia Rodrigo,5,5,1,51
2022-05-18,We,Arcade Fire,6,6,1,-
2022-05-18,7220,Lil Durk,7,6,1,9
2022-05-18,Encanto,Soundtrack,8,7,1,24
2022-05-18,Nostalgia,Eslabon Armado,9,9,1,-
2022-05-18,Certified Lover Boy,Drake,10,9,1,36
2022-05-18,Planet Her,Doja Cat,11,10,2,46
2022-05-18,My Turn,Lil Baby,12,14,1,115
2022-05-18,good kid; m.A.A.d city,Kendrick Lamar,13,23,2,498
2022-05-18,DS4EVER,Gunna,14,16,1,18
2022-05-18,Heart On My Sleeve,Ella Mai,15,15,1,-
2022-05-18,Shiesty Season,Pooh Shiesty,16,11,3,66
2022-05-18,=,Ed Sheeran,17,17,1,28
2022-05-18,What You See Is What You Get,Luke Combs,18,18,1,131
2022-05-18,This One's For You,Luke Combs,19,26,4,258
2022-05-18,Hollywood's Bleeding,Post Malone,20,21,1,140
2022-05-18,Dawn FM,The Weeknd,21,2,2,18
2022-05-18,If I Know Me,Morgan Wallen,22,33,10,189
2022-05-18,DAMN.,Kendrick Lamar,23,39,1,265
2022-05-18,Justice,Justin Bieber,24,24,1,60
2022-05-18,Curtain Call: The Hits,Eminem,25,55,1,579
2022-05-18,Shoot For The Stars Aim For The Moon,Pop Smoke,26,27,1,97
2022-05-18,Rumours,Fleetwood Mac,27,30,1,476
2022-05-18,F*ck Love,The Kid LAROI,28,22,1,94
2022-05-18,Fine Line,Harry Styles,29,20,1,126
2022-05-18,Goodbye & Good Riddance,Juice WRLD,30,29,4,208
2022-05-18,Red (Taylor's Version),Taylor Swift,31,36,1,26
2022-05-18,Greatest Hits,Queen,32,35,8,490
2022-05-18,Future Nostalgia,Dua Lipa,33,31,3,110
2022-05-18,Mr. Crawford,NoCap,34,8,8,2
2022-05-18,Happier Than Ever,Billie Eilish,35,28,1,41
2022-05-18,Back From The Dead,Halestorm,36,36,1,-
2022-05-18,YHLQMDLG,Bad Bunny,37,19,2,115
2022-05-18,After Hours,The Weeknd,38,34,1,84
2022-05-18,Fighting Demons,Juice WRLD,39,32,2,22
2022-05-18,Diamonds,Elton John,40,41,7,235
2022-05-18,Palomino,Miranda Lambert,41,4,4,2
2022-05-18,Legends Never Die,Juice WRLD,42,37,1,96
2022-05-18,Greatest Hits,2Pac,43,46,3,422
2022-05-18,SoulFly,Rod Wave,44,43,1,59
2022-05-18,Hall Of Fame,Polo G,45,44,1,48
2022-05-18,Montero,Lil Nas X,46,42,2,34
2022-05-18,Take Care,Drake,47,40,1,480
2022-05-18,Back For Everything,Kodak Black,48,38,2,11
2022-05-18,Starting Over,Chris Stapleton,49,50,3,78
2022-05-18,Hamilton: An American Musical,Original Broadway Cast,50,52,2,346
2022-05-18,Chronicle: The 20 Greatest Hits,Creedence Clearwater Revival,51,49,18,589
2022-05-18,Traveller,Chris Stapleton,52,53,1,348
2022-05-18,Lover,Taylor Swift,53,47,1,142
2022-05-18,Nevermind,Nirvana,54,45,1,575
2022-05-18,Country Stuff: The Album,Walker Hayes,55,54,9,16
2022-05-18,The Highlights,The Weeknd,56,51,2,65
2022-05-18,30,Adele,57,56,1,25
2022-05-18,Death Race For Love,Juice WRLD,58,58,1,166
2022-05-18,1989,Taylor Swift,59,79,1,387
2022-05-18,Starboy,The Weeknd,60,57,1,241
2022-05-18,Graduation,Kanye West,61,63,1,223
2022-05-18,Scorpion,Drake,62,59,1,202
2022-05-18,Ctrl,SZA,63,74,3,257
2022-05-18,Folklore,Taylor Swift,64,64,1,94
2022-05-18,IGOR,Tyler| The Creator,65,75,1,135
2022-05-18,Thats What They All Say,Jack Harlow,66,68,5,74
2022-05-18,Dreamland,Glass Animals,67,62,7,79
2022-05-18,When We All Fall Asleep; Where Do We Go?,Billie Eilish,68,61,1,163
2022-05-18,2 Alive,Yeat,69,60,6,12
2022-05-18,It's Almost Dry,Pusha T,70,25,1,3
2022-05-18,beerbongs & bentleys,Post Malone,71,70,1,211
2022-05-18,Serotonin Dreams,BoyWithUke,72,72,1,-
2022-05-18,2014 Forest Hills Drive,J. Cole,73,67,1,388
2022-05-18,Luv Is Rage 2,Lil Uzi Vert,74,69,1,246
2022-05-18,Hot Pink,Doja Cat,75,65,9,132
2022-05-18,Who Is Nardo Wick?,Nardo Wick,76,66,19,23
2022-05-18,Greatest Hits,Tom Petty And The Heartbreakers,77,77,2,461
2022-05-18,Journey's Greatest Hits,Journey,78,72,10,712
2022-05-18,El Ultimo Tour del Mundo,Bad Bunny,79,48,1,76
2022-05-18,Still Over It,Summer Walker,80,73,1,27
2022-05-18,Donda,Kanye West,81,81,1,37
2022-05-18,Legend: The Best Of Bob Marley And The Wailers,Bob Marley And The Wailers,82,78,5,730
2022-05-18,Greatest Hits,Guns N' Roses,83,86,3,574
2022-05-18,Up 2 Me,Yeat,84,84,58,18
2022-05-18,777,Latto,85,82,15,7
2022-05-18,The Melodic Blue,Baby Keem,86,87,5,35
2022-05-18,Views,Drake,87,80,1,313
2022-05-18,ASTROWORLD,Travis Scott,88,91,1,197
2022-05-18,Doo-Wops & Hooligans,Bruno Mars,89,88,3,571
2022-05-18,An Evening With Silk Sonic,Silk Sonic (Bruno Mars & Anderson .Paak),90,85,2,26
2022-05-18,Eternal Atake,Lil Uzi Vert,91,93,1,114
2022-05-18,A Gangsta's Pain,Moneybagg Yo,92,89,1,55
2022-05-18,The College Dropout,Kanye West,93,83,2,108
2022-05-18,Greatest Hits,The Notorious B.I.G.,94,92,1,299
2022-05-18,Mainstream Sellout,Machine Gun Kelly,95,71,1,7
2022-05-18,The GOAT,Polo G,96,95,2,104
2022-05-18,Man On The Moon: The End Of Day,Kid Cudi,97,94,4,226
2022-05-18,50 Number Ones,George Strait,98,98,1,197
2022-05-18,The Essential Michael Jackson,Michael Jackson,99,31,392,-
2022-05-18,Pray 4 Love,Rod Wave,100,96,2,110
2022-05-18,Over It,Summer Walker,101,97,2,136
2022-05-18,Explosions,Three Days Grace,102,102,1,-
2022-05-18,Cuz I Love You,Lizzo,103,128,4,131
2022-05-18,Back In Black,AC/DC,104,106,4,515
2022-05-18,The Voice Of The Heroes,Lil Baby & Lil Durk,105,102,1,49
2022-05-18,÷ (Divide),Ed Sheeran,106,105,1,270
2022-05-18,Stoney,Post Malone,107,101,4,283
2022-05-18,The Best Of Nickelback: Volume 1,Nickelback,108,110,21,87
2022-05-18,Georgia,Jason Aldean,109,76,8,3
2022-05-18,?,XXXTENTACION,110,103,1,217
2022-05-18,My Beautiful Dark Twisted Fantasy,Kanye West,111,104,1,179
2022-05-18,Moana,Soundtrack,112,111,2,279
2022-05-18,Mercury - Act 1,Imagine Dragons,113,108,9,22
2022-05-18,More Life,Drake,114,109,1,255
2022-05-18,Call Me If You Get Lost,Tyler| The Creator,115,156,1,40
2022-05-18,Gold: Greatest Hits,ABBA,116,119,25,221
2022-05-18,Familia,Camila Cabello,117,99,10,5
2022-05-18,Pour Your Spirit Out: A Live Album,Thrive Worship,118,118,1,-
2022-05-18,Best Of 50 Cent,50 Cent,119,119,10,-
2022-05-18,Greatest Hits: The Ultimate Collection,Bon Jovi,120,112,5,252
2022-05-18,Greatest Hits,Pitbull,121,115,115,62
2022-05-18,Thriller,Michael Jackson,122,127,1,521
2022-05-18,Greatest Hits,Bob Seger & The Silver Bullet Band,123,133,8,426
2022-05-18,All Time Greatest Hits,Lynyrd Skynyrd,124,118,56,173
2022-05-18,The Off-Season,J. Cole,125,122,1,52
2022-05-18,Blue Water Road,Kehlani,126,13,13,2
2022-05-18,Greatest Hits,Red Hot Chili Peppers,127,18,304,-
2022-05-18,Positions,Ariana Grande,128,114,1,80
2022-05-18,Nothing Was The Same,Drake,129,123,1,421
2022-05-18,Sincerely; Kentrell,YoungBoy Never Broke Again,130,135,1,33
2022-05-18,Colors,YoungBoy Never Broke Again,131,130,2,16
2022-05-18,Dr. Dre -- 2001,Dr. Dre,132,124,2,181
2022-05-18,Top,YoungBoy Never Broke Again,133,138,1,86
2022-05-18,Currents,Tame Impala,134,121,4,62
2022-05-18,Greatest Hits So Far...,Zac Brown Band,135,169,20,334
2022-05-18,DS2,Future,136,126,1,192
2022-05-18,Evermore,Taylor Swift,137,131,1,74
2022-05-18,Abbey Road,The Beatles,138,157,1,462
2022-05-18,Channel Orange,Frank Ocean,139,117,2,79
2022-05-18,B.I.B.L.E.,Fivio Foreign,140,107,9,5
2022-05-18,The Essential Billy Joel,Billy Joel,141,143,15,269
2022-05-18,Human: The Double Album,Cody Johnson,142,149,19,27
2022-05-18,Blonde,Frank Ocean,143,132,1,277
2022-05-18,Sounds Of Summer: The Very Best Of The Beach Boys,The Beach Boys,144,148,16,297
2022-05-18,Late Registration,Kanye West,145,1,45,-
2022-05-18,Last Ones Left,42 Dugg & EST Gee,146,125,7,5
2022-05-18,Cry Baby,Melanie Martinez,147,137,6,152
2022-05-18,Whole Lotta Red,Playboi Carti,148,145,1,66
2022-05-18,Number One Hits,Tim McGraw,149,168,27,213
2022-05-18,I Will Always Love You: The Best Of Whitney Houston,Whitney Houston,150,152,14,97
2022-05-18,Die Lit,Playboi Carti,151,150,3,128
2022-05-18,ANTI,Rihanna,152,146,1,315
2022-05-18,Tickets To My Downfall,Machine Gun Kelly,153,142,1,85
2022-05-18,Greatest Hits,Foo Fighters,154,144,11,181
2022-05-18,American Teen,Khalid,155,139,4,271
2022-05-18,Evolve,Imagine Dragons,156,164,2,251
2022-05-18,Ghetto Gospel,Rod Wave,157,158,10,117
2022-05-18,KG0516,Karol G,158,136,20,37
2022-05-18,Awaken; My Love!,Childish Gambino,159,166,5,90
2022-05-18,Purgatory,Tyler Childers,160,160,106,96
2022-05-18,Metallica,Metallica,161,165,1,659
2022-05-18,17,XXXTENTACION,162,134,2,230
2022-05-18,To Pimp A Butterfly,Kendrick Lamar,163,1,131,-
2022-05-18,The Life Of Pablo,Kanye West,164,170,1,182
2022-05-18,Swimming,Mac Miller,165,155,3,192
2022-05-18,Fearless (Taylor's Version),Taylor Swift,166,1,50,-
2022-05-18,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,167,163,20,155
2022-05-18,Stereotype,Cole Swindell,168,178,48,5
2022-05-18,Vice Versa,Rauw Alejandro,169,129,17,46
2022-05-18,reputation,Taylor Swift,170,176,1,190
2022-05-18,When It's All Said And Done... Take Time,Giveon,171,147,5,61
2022-05-18,What It Means To Be King,King Von,172,153,2,10
2022-05-18,Dont Smile At Me,Billie Eilish,173,154,14,229
2022-05-18,1,The Beatles,174,174,1,520
2022-05-18,Hey World,Lee Brice,175,180,45,58
2022-05-18,Harry Styles,Harry Styles,176,141,1,119
2022-05-18,24K Magic,Bruno Mars,177,175,2,188
2022-05-18,The Voice,Lil Durk,178,179,2,73
2022-05-18,The Greatest Hits Collection,Brooks & Dunn,179,189,4,121
2022-05-18,Their Greatest Hits 1971-1975,Eagles,180,188,1,376
2022-05-18,Teenage Dream,Katy Perry,181,181,1,276
2022-05-18,Music To Be Murdered By,Eminem,182,187,1,119
2022-05-18,Flower Boy,Tyler| The Creator,183,171,2,103
2022-05-18,AM,Arctic Monkeys,184,177,6,199
2022-05-18,21,Adele,185,186,1,541
2022-05-18,T R A P S O U L,Bryson Tiller,186,172,8,277
2022-05-18,Invasion Of Privacy,Cardi B,187,185,1,214
2022-05-18,The Fame,Lady Gaga,188,191,2,262
2022-05-18,Greatest Hits,blink-182,189,182,6,74
2022-05-18,Greatest Hits,Fleetwood Mac,190,14,206,-
2022-05-18,AI YoungBoy 2,YoungBoy Never Broke Again,191,197,1,122
2022-05-18,The Very Best Of Daryl Hall  John Oates,Daryl Hall  John Oates,192,199,34,160
2022-05-18,Elv1s: 30 #1 Hits,Elvis Presley,193,1,120,-
2022-05-18,Please Excuse Me For Being Antisocial,Roddy Ricch,194,196,1,127
2022-05-18,35 Biggest Hits,Toby Keith,195,2,108,-
2022-05-18,A Rock,HARDY,196,24,13,-
2022-05-18,Born To Die,Lana Del Rey,197,190,2,431
2022-05-18,Unlimited Love,Red Hot Chili Peppers,198,140,1,6
2022-05-18,Free Dem Boyz,42 Dugg,199,8,47,-
2022-05-18,Savage Mode II,21 Savage & Metro Boomin,200,1,60,-
2022-05-25,Mr. Morale & The Big Steppers,Kendrick Lamar,1,1,1,-
2022-05-25,Un Verano Sin Ti,Bad Bunny,2,1,1,2
2022-05-25,I Never Liked You,Future,3,2,1,3
2022-05-25,Minisode 2: Thursday's Child (EP),TOMORROW X TOGETHER,4,4,1,-
2022-05-25,Dangerous: The Double Album,Morgan Wallen,5,4,1,71
2022-05-25,Come Home The Kids Miss You,Jack Harlow,6,3,3,2
2022-05-25,Dance Fever,Florence + The Machine,7,7,1,-
2022-05-25,Dropout Boogie,The Black Keys,8,8,1,-
2022-05-25,Sour,Olivia Rodrigo,9,5,1,52
2022-05-25,7220,Lil Durk,10,7,1,10
2022-05-25,Certified Lover Boy,Drake,11,10,1,37
2022-05-25,Encanto,Soundtrack,12,8,1,25
2022-05-25,Planet Her,Doja Cat,13,11,2,47
2022-05-25,The Highlights,The Weeknd,14,56,2,66
2022-05-25,good kid; m.A.A.d city,Kendrick Lamar,15,13,2,499
2022-05-25,My Turn,Lil Baby,16,12,1,116
2022-05-25,DAMN.,Kendrick Lamar,17,23,1,266
2022-05-25,DS4EVER,Gunna,18,14,1,19
2022-05-25,Hollywood's Bleeding,Post Malone,19,20,1,141
2022-05-25,What You See Is What You Get,Luke Combs,20,18,1,132
2022-05-25,If I Know Me,Morgan Wallen,21,22,10,190
2022-05-25,This One's For You,Luke Combs,22,19,4,259
2022-05-25,=,Ed Sheeran,23,17,1,29
2022-05-25,Fine Line,Harry Styles,24,29,1,127
2022-05-25,Shoot For The Stars Aim For The Moon,Pop Smoke,25,26,1,98
2022-05-25,Rumours,Fleetwood Mac,26,27,1,477
2022-05-25,Goodbye & Good Riddance,Juice WRLD,27,30,4,209
2022-05-25,Future Nostalgia,Dua Lipa,28,33,3,111
2022-05-25,Greatest Hits,Queen,29,32,8,491
2022-05-25,F*ck Love,The Kid LAROI,30,28,1,95
2022-05-25,Justice,Justin Bieber,31,24,1,61
2022-05-25,Shiesty Season,Pooh Shiesty,32,16,3,67
2022-05-25,Red (Taylor's Version),Taylor Swift,33,31,1,27
2022-05-25,Dawn FM,The Weeknd,34,21,2,19
2022-05-25,Happier Than Ever,Billie Eilish,35,35,1,42
2022-05-25,YHLQMDLG,Bad Bunny,36,37,2,116
2022-05-25,Fighting Demons,Juice WRLD,37,39,2,23
2022-05-25,Diamonds,Elton John,38,40,7,236
2022-05-25,Legends Never Die,Juice WRLD,39,42,1,97
2022-05-25,Hall Of Fame,Polo G,40,45,1,49
2022-05-25,SoulFly,Rod Wave,41,44,1,60
2022-05-25,Starting Over,Chris Stapleton,42,49,3,79
2022-05-25,Take Care,Drake,43,47,1,481
2022-05-25,Back For Everything,Kodak Black,44,48,2,12
2022-05-25,Starboy,The Weeknd,45,60,1,242
2022-05-25,Montero,Lil Nas X,46,46,2,35
2022-05-25,Hamilton: An American Musical,Original Broadway Cast,47,50,2,347
2022-05-25,Greatest Hits,2Pac,48,43,3,423
2022-05-25,Lover,Taylor Swift,49,53,1,143
2022-05-25,Traveller,Chris Stapleton,50,52,1,349
2022-05-25,Curtain Call: The Hits,Eminem,51,25,1,580
2022-05-25,IGOR,Tyler| The Creator,52,65,1,136
2022-05-25,Country Stuff: The Album,Walker Hayes,53,55,9,17
2022-05-25,Nostalgia,Eslabon Armado,54,9,9,2
2022-05-25,Chronicle: The 20 Greatest Hits,Creedence Clearwater Revival,55,51,18,590
2022-05-25,Scorpion,Drake,56,62,1,203
2022-05-25,Graduation,Kanye West,57,61,1,224
2022-05-25,Nevermind,Nirvana,58,54,1,576
2022-05-25,beerbongs & bentleys,Post Malone,59,71,1,212
2022-05-25,Death Race For Love,Juice WRLD,60,58,1,167
2022-05-25,Live At The El Mocambo,The Rolling Stones,61,61,1,-
2022-05-25,2014 Forest Hills Drive,J. Cole,62,73,1,389
2022-05-25,Dreamland,Glass Animals,63,67,7,80
2022-05-25,Mr. Crawford,NoCap,64,34,8,3
2022-05-25,All Time Greatest Hits,Lynyrd Skynyrd,65,124,56,174
2022-05-25,1989,Taylor Swift,66,59,1,388
2022-05-25,Ctrl,SZA,67,63,3,258
2022-05-25,Luv Is Rage 2,Lil Uzi Vert,68,74,1,247
2022-05-25,When We All Fall Asleep; Where Do We Go?,Billie Eilish,69,68,1,164
2022-05-25,Journey's Greatest Hits,Journey,70,78,10,713
2022-05-25,Folklore,Taylor Swift,71,64,1,95
2022-05-25,Legend: The Best Of Bob Marley And The Wailers,Bob Marley And The Wailers,72,82,5,731
2022-05-25,Hot Pink,Doja Cat,73,75,9,133
2022-05-25,2 Alive,Yeat,74,69,6,13
2022-05-25,Greatest Hits,Tom Petty And The Heartbreakers,75,77,2,462
2022-05-25,30,Adele,76,57,1,26
2022-05-25,The Melodic Blue,Baby Keem,77,86,5,36
2022-05-25,Who Is Nardo Wick?,Nardo Wick,78,76,19,24
2022-05-25,Still Over It,Summer Walker,79,80,1,28
2022-05-25,Greatest Hits,Guns N' Roses,80,83,3,575
2022-05-25,Thats What They All Say,Jack Harlow,81,66,5,75
2022-05-25,An Evening With Silk Sonic,Silk Sonic (Bruno Mars & Anderson .Paak),82,90,2,27
2022-05-25,ASTROWORLD,Travis Scott,83,88,1,198
2022-05-25,A Gangsta's Pain,Moneybagg Yo,84,92,1,56
2022-05-25,Views,Drake,85,87,1,314
2022-05-25,Greatest Hits,The Notorious B.I.G.,86,94,1,300
2022-05-25,Palomino,Miranda Lambert,87,41,4,3
2022-05-25,777,Latto,88,85,15,8
2022-05-25,Stoney,Post Malone,89,107,4,284
2022-05-25,Doo-Wops & Hooligans,Bruno Mars,90,89,3,572
2022-05-25,El Ultimo Tour del Mundo,Bad Bunny,91,79,1,77
2022-05-25,Esquemas,Becky G,92,92,1,-
2022-05-25,Mainstream Sellout,Machine Gun Kelly,93,95,1,8
2022-05-25,50 Number Ones,George Strait,94,98,1,198
2022-05-25,Donda,Kanye West,95,81,1,38
2022-05-25,Eternal Atake,Lil Uzi Vert,96,91,1,115
2022-05-25,The College Dropout,Kanye West,97,93,2,109
2022-05-25,Up 2 Me,Yeat,98,84,58,19
2022-05-25,The GOAT,Polo G,99,96,2,105
2022-05-25,Pray 4 Love,Rod Wave,100,100,2,111
2022-05-25,Man On The Moon: The End Of Day,Kid Cudi,101,97,4,227
2022-05-25,Over It,Summer Walker,102,101,2,137
2022-05-25,Back In Black,AC/DC,103,104,4,516
2022-05-25,Heart On My Sleeve,Ella Mai,104,15,15,2
2022-05-25,The Voice Of The Heroes,Lil Baby & Lil Durk,105,105,1,50
2022-05-25,So Far So Good,The Chainsmokers,106,106,1,-
2022-05-25,÷ (Divide),Ed Sheeran,107,106,1,271
2022-05-25,FOUR,One Direction,108,1,66,-
2022-05-25,Cuz I Love You,Lizzo,109,103,4,132
2022-05-25,Greatest Hits,Bob Seger & The Silver Bullet Band,110,123,8,427
2022-05-25,Moana,Soundtrack,111,112,2,280
2022-05-25,?,XXXTENTACION,112,110,1,218
2022-05-25,More Life,Drake,113,114,1,256
2022-05-25,The Off-Season,J. Cole,114,125,1,53
2022-05-25,Greatest Hits,Pitbull,115,121,115,63
2022-05-25,To Pimp A Butterfly,Kendrick Lamar,116,163,1,132
2022-05-25,Gold: Greatest Hits,ABBA,117,116,25,222
2022-05-25,Mercury - Act 1,Imagine Dragons,118,113,9,23
2022-05-25,My Beautiful Dark Twisted Fantasy,Kanye West,119,111,1,180
2022-05-25,Greatest Hits So Far...,Zac Brown Band,120,135,20,335
2022-05-25,It's Almost Dry,Pusha T,121,70,1,4
2022-05-25,Positions,Ariana Grande,122,128,1,81
2022-05-25,The Best Of Nickelback: Volume 1,Nickelback,123,108,21,88
2022-05-25,Familia,Camila Cabello,124,117,10,6
2022-05-25,Thriller,Michael Jackson,125,122,1,522
2022-05-25,Currents,Tame Impala,126,134,4,63
2022-05-25,Motomami,Rosalia,127,33,4,-
2022-05-25,Sincerely; Kentrell,YoungBoy Never Broke Again,128,130,1,34
2022-05-25,Top,YoungBoy Never Broke Again,129,133,1,87
2022-05-25,Dr. Dre -- 2001,Dr. Dre,130,132,2,182
2022-05-25,Nothing Was The Same,Drake,131,129,1,422
2022-05-25,Greatest Hits: The Ultimate Collection,Bon Jovi,132,120,5,253
2022-05-25,Georgia,Jason Aldean,133,109,8,4
2022-05-25,Human: The Double Album,Cody Johnson,134,142,19,28
2022-05-25,Iowa,Slipknot,135,3,18,-
2022-05-25,We,Arcade Fire,136,6,6,2
2022-05-25,Number One Hits,Tim McGraw,137,149,27,214
2022-05-25,Colors,YoungBoy Never Broke Again,138,131,2,17
2022-05-25,DS2,Future,139,136,1,193
2022-05-25,Sounds Of Summer: The Very Best Of The Beach Boys,The Beach Boys,140,144,16,298
2022-05-25,Serotonin Dreams,BoyWithUke,141,72,72,2
2022-05-25,Cry Baby,Melanie Martinez,142,147,6,153
2022-05-25,ANTI,Rihanna,143,152,1,316
2022-05-25,Abbey Road,The Beatles,144,138,1,463
2022-05-25,Blonde,Frank Ocean,145,143,1,278
2022-05-25,American Teen,Khalid,146,155,4,272
2022-05-25,Tickets To My Downfall,Machine Gun Kelly,147,153,1,86
2022-05-25,Channel Orange,Frank Ocean,148,139,2,80
2022-05-25,Evolve,Imagine Dragons,149,156,2,252
2022-05-25,Harry Styles,Harry Styles,150,176,1,120
2022-05-25,Vice Versa,Rauw Alejandro,151,169,17,47
2022-05-25,Die Lit,Playboi Carti,152,151,3,129
2022-05-25,KG0516,Karol G,153,158,20,38
2022-05-25,Purgatory,Tyler Childers,154,160,106,97
2022-05-25,Long Term Effects Of Suffering,$uicideboy$,155,7,15,-
2022-05-25,Evermore,Taylor Swift,156,137,1,75
2022-05-25,Awaken; My Love!,Childish Gambino,157,159,5,91
2022-05-25,Whole Lotta Red,Playboi Carti,158,148,1,67
2022-05-25,Greatest Hits,Foo Fighters,159,154,11,182
2022-05-25,The Black Parade,My Chemical Romance,160,2,103,-
2022-05-25,reputation,Taylor Swift,161,170,1,191
2022-05-25,Get Rich Or Die Tryin',50 Cent,162,1,126,-
2022-05-25,The Eminem Show,Eminem,163,1,409,-
